id,gender,pescoço_px,peito_px,cintura_px,quadril_px,coxa_px,joelho_px,panturrilha_px,abdomen_px,biceps_px
syn_m000041-0-Pos,1,22.67812469482422,107.42269592285156,102.74561004638672,71.89300537109375,68.7257568359375,64.85467529296875,58.48246765136719,104.3825901031494,152.29389038085938
syn_m000055-2-Pre,1,24.297989501953126,115.09573974609376,108.75083618164064,73.217529296875,69.27078704833986,64.44699096679688,59.3987045288086,110.97155242919924,193.18721923828124
syn_m000063-2-Pre,1,24.416727905273437,115.65818481445312,109.50454711914062,74.21038818359375,69.51079406738282,63.766845703125,57.47781829833985,111.6583203125,188.64686279296873
syn_m000066-0-Pre,1,24.73808349609375,117.1803955078125,110.70329895019532,74.49432373046875,71.24333190917969,67.2698974609375,61.65913848876953,112.97028274536133,197.84403076171876
syn_m000075-3-Pos,1,24.659649353027344,116.80886535644531,111.50865173339844,77.56198120117188,73.625634765625,68.81454467773438,57.267790222167974,113.36372650146484,166.41361083984376
syn_m000076-1-Pre,1,23.447703552246093,111.06806945800781,104.83827667236328,70.349853515625,65.22637939453125,58.96435546875,55.78970489501954,107.01870414733887,188.58012084960936
syn_m000076-1-Pos,1,22.568489685058594,106.90337219238282,101.91453247070314,70.59011840820312,66.87989807128906,62.345184326171875,55.08175201416016,103.66062637329102,154.75733642578123
syn_m000083-2-Pos,1,24.725245971679687,117.11958618164063,112.00250396728515,78.33181762695312,73.52164611816407,67.64254760742188,60.09984283447265,113.79348274230956,166.58521728515623
syn_m000085-0-Pre,1,24.585761108398437,116.45886840820313,110.09908599853516,74.25686645507812,69.02009582519531,62.619598388671875,55.995364379882815,112.32500984191896,193.60213623046874
syn_m000090-3-Pre,1,24.300726318359374,115.10870361328125,108.73959503173828,73.15866088867188,69.22467651367188,64.41647338867188,57.66617126464844,110.9687830352783,192.86464233398436
syn_m000090-3-Pos,1,23.242569885253907,110.0963836669922,105.1181121826172,73.15444946289062,70.4053955078125,67.04544067382812,56.98973693847657,106.86050720214845,156.05592041015623
syn_m000097-1-Pos,1,22.971590270996096,108.81279602050782,103.98261260986328,72.558837890625,66.4309799194336,58.941375732421875,52.44748077392578,105.67317680358886,152.8193115234375
syn_m000101-3-Pos,1,22.635906982421876,107.22271728515625,102.26898651123047,70.94387817382812,67.30999908447266,62.86859130859375,56.58165130615235,104.0027922821045,153.63392944335936
syn_m000105-1-Pre,1,24.662803649902344,116.82380676269531,110.64507293701172,75.06378173828125,72.20935516357422,68.72061157226562,63.37824859619141,112.80762977600098,196.32593994140623
syn_m000112-1-Pos,1,22.876746826171875,108.36353759765625,103.93907318115234,73.36148071289062,70.5041976928711,67.011962890625,60.68227233886719,105.48763572692872,150.71077880859374
syn_m000113-0-Pre,1,24.181866149902344,114.54568176269531,108.32474365234374,73.13516235351562,68.51053619384766,62.85821533203125,60.276771545410156,110.50207199096678,194.67835693359373
syn_m000114-3-Pre,1,24.618133239746093,116.61221008300781,109.97500762939453,73.5859375,68.48251342773438,62.2449951171875,58.41171417236329,112.29802848815919,197.23853759765623
syn_m000121-2-Pre,1,24.54134002685547,116.24845275878907,110.00867462158203,74.4327392578125,71.51490783691406,67.94866943359375,56.574963378906254,112.1925969696045,187.3046630859375
syn_m000122-2-Pre,1,25.196390075683595,119.35132141113282,112.88885955810547,76.25909423828125,71.93045349121094,66.639892578125,61.34017028808594,115.15072120666504,201.64149169921873
syn_m000127-2-Pre,1,23.1228515625,109.529296875,103.68133239746093,70.21954345703125,68.57955932617188,66.57513427734375,59.71234588623048,105.72811996459961,179.98502197265626
syn_m000131-1-Pre,1,24.2232373046875,114.741650390625,108.11970520019531,72.14495849609375,66.44202423095703,59.471771240234375,57.209617614746094,110.43738601684569,198.26138305664062
syn_m000138-2-Pre,1,24.218621826171876,114.71978759765625,108.46676483154297,73.18167114257812,67.94268951416016,61.53948974609375,54.34222259521485,110.65532279968262,189.1493957519531
syn_m000142-3-Pre,1,25.202037658691406,119.3780731201172,113.01973419189454,76.57781982421875,73.03577270507813,68.70660400390625,58.6091796875,115.24515281677247,193.18927001953125
syn_m000154-1-Pre,1,25.390060424804688,120.26870727539062,113.88649444580078,77.21646118164062,73.32797393798829,68.57537841796875,62.493566894531256,116.12026893615723,200.33644409179686
syn_m000161-0-Pos,1,23.889722595214845,113.16184387207032,108.18484954833986,75.59100341796875,71.05480346679687,65.51055908203125,55.981622314453126,109.92679756164551,161.45914306640626
syn_m000168-0-Pre,1,22.596617431640624,107.03660888671875,101.40469970703126,68.8585205078125,68.27418518066406,67.55999755859375,58.97353668212891,103.37586791992187,173.3726806640625
syn_m000168-3-Pre,1,23.577661743164064,111.68366088867188,105.82588958740234,71.90133666992188,70.60998992919923,69.03167724609375,58.9566650390625,107.87610954284668,178.73688354492188
syn_m000169-2-Pre,1,24.405942993164064,115.60709838867187,109.15571899414061,73.31915283203125,68.05663299560547,61.624664306640625,56.57109069824219,111.41370178222655,192.354638671875
syn_m000174-0-Pre,1,23.13599639892578,109.59156188964845,103.72093963623047,70.2042236328125,68.93634643554688,67.38671875,62.72438201904298,105.77565742492676,183.68541870117187
syn_m000183-1-Pre,1,25.05772277832031,118.69447631835938,112.56815185546876,76.69818115234375,73.69024810791015,70.01388549804688,61.35152282714844,114.71236541748047,192.31684570312498
syn_m000183-2-Pre,1,25.064530029296876,118.72672119140626,112.53535308837891,76.53793334960938,73.31639862060547,69.37896728515625,61.673857116699224,114.70233192443848,194.04201049804686
syn_m000194-1-Pre,1,22.623255004882814,107.16278686523438,101.26507263183595,68.19921875,65.92958068847656,63.15557861328125,54.48420715332031,103.3292726135254,175.35651855468748
syn_m000201-0-Pos,1,22.398470764160155,106.09801940917968,101.79009552001952,71.89642333984375,72.28455657958985,72.75894165039062,65.90590362548828,103.29786888122558,148.17366943359374
syn_m000204-1-Pre,1,24.926100463867186,118.07100219726563,111.30924835205079,74.38784790039062,69.25938873291015,62.99127197265625,58.0386215209961,113.67586219787599,199.6713134765625
syn_m000206-0-Pos,1,22.342684936523437,105.83377075195312,101.24959106445313,70.89739990234375,68.99171142578125,66.66253662109375,60.24937744140625,102.85405395507811,152.67011718749998
syn_m000209-2-Pos,1,24.136842041015626,114.33240966796875,109.29091033935546,76.33572387695312,71.77671356201172,66.20458984375,56.47713012695313,111.0554351043701,163.3121337890625
syn_m000211-0-Pos,1,22.222862243652344,105.26618957519531,100.69045562744141,70.4710693359375,70.50471496582031,70.54583740234375,67.2487579345703,102.29196250915528,148.96087646484375
syn_m000212-2-Pre,1,23.439058227539064,111.02711791992188,105.15644683837891,71.34341430664062,70.83348388671875,70.21023559570312,61.54463195800782,107.21118171691896,180.26400146484374
syn_m000212-2-Pos,1,22.213898010253907,105.22372741699219,100.5827880859375,70.25106811523438,70.03360748291016,69.767822265625,62.01077423095704,102.20711685180663,148.88221435546873
syn_m000214-0-Pos,1,22.896832275390626,108.45867919921875,103.73473358154297,72.58132934570312,72.0735824584961,71.4530029296875,61.448976135253915,105.38811454772949,156.125830078125
syn_m000216-0-Pre,1,23.639715576171874,111.97760009765625,105.4395751953125,70.1910400390625,65.27594909667968,59.26861572265625,57.47262573242188,107.7278839111328,193.48284301757812
syn_m000223-2-Pre,1,24.121151733398438,114.25808715820312,107.66209411621094,71.8353271484375,66.36023559570313,59.66845703125,56.65774993896484,109.9706916809082,199.7244689941406
syn_m000223-3-Pre,1,24.419458923339842,115.67112121582032,108.9318099975586,72.54730224609375,66.36909942626953,58.817962646484375,55.40946807861329,111.2905689239502,201.78607177734375
syn_m000226-0-Pre,1,24.613465576171876,116.59010009765625,110.45771026611328,75.01071166992188,70.88851776123047,65.85028076171875,61.18102264404297,112.60404670715332,193.26610107421874
syn_m000229-2-Pos,1,24.079815368652344,114.06228332519531,108.94060058593749,75.89224243164062,71.8586395263672,66.92868041992188,58.396450805664074,110.73318954467771,163.07003173828124
syn_m000234-0-Pre,1,22.329928588867187,105.77334594726562,100.04384155273438,67.57708740234375,66.44082641601562,65.05206298828125,58.41122589111328,102.0491680908203,176.31817016601562
syn_m000234-2-Pre,1,22.555223083496095,106.84053039550781,100.953857421875,67.97500610351562,66.09601440429688,63.799468994140625,56.95451965332032,103.01419296264648,178.19893798828124
syn_m000243-3-Pre,1,23.897243041992187,113.19746704101563,106.67762908935546,71.21115112304688,65.9350357055664,59.4864501953125,54.30068359375001,108.95957237243651,193.52601928710936
syn_m000246-0-Pos,1,23.82555236816406,112.85787963867188,107.85458831787109,75.27462768554688,72.17471160888672,68.38592529296875,59.89459228515625,109.60574028015137,161.10104370117188
syn_m000248-1-Pre,1,23.37492858886719,110.72334594726563,104.77994689941406,70.89453125,68.58118133544923,65.75375366210938,60.73548736572266,106.86013656616211,186.31827392578126
syn_m000258-1-Pre,1,25.24470764160156,119.58019409179688,113.0812759399414,76.33657836914062,71.3348876953125,65.22171020507812,60.41377716064453,115.35589729309082,201.89957885742186
syn_m000258-3-Pre,1,25.484016723632813,120.71376342773438,114.02113189697266,76.68276977539062,70.5701416015625,63.099151611328125,58.75096893310547,116.36355293273925,203.88517456054686
syn_m000263-3-Pos,1,23.497644653320314,111.30463256835938,106.12735900878907,73.5447998046875,69.96885986328125,65.5982666015625,55.96756896972657,107.93940475463867,159.37443237304686
syn_m000266-1-Pre,1,22.994864807128906,108.9230438232422,103.19584503173829,70.08343505859375,68.28412170410157,66.0849609375,58.42299957275391,105.20036460876466,177.69407958984374
syn_m000268-1-Pre,1,25.13303741455078,119.05122985839844,112.58864288330079,76.02056884765625,70.69031829833985,64.17556762695312,58.974736022949216,114.85054832458496,199.503662109375
syn_m000271-0-Pre,1,24.675148315429688,116.88228149414063,110.68514709472656,75.0576171875,71.29548645019531,66.69732666015625,59.73158264160156,112.85414413452148,193.3992919921875
syn_m000273-1-Pre,1,22.916575622558593,108.55220031738281,102.17936096191406,67.94442749023438,63.27597961425782,57.570098876953125,52.99263153076173,104.40985473632813,185.57294311523438
syn_m000278-2-Pre,1,24.10388427734375,114.17629394531251,107.91463317871094,72.72564697265625,68.29356994628907,62.8765869140625,56.09358673095703,110.10621444702149,189.56076049804688
syn_m000280-2-Pos,1,22.920802612304687,108.57222290039063,103.60428924560547,71.97433471679688,66.97449798583985,60.86358642578125,54.66170806884766,105.34306602478027,157.9774658203125
syn_m000290-2-Pre,1,23.942023620605468,113.40958557128907,107.23540649414063,72.36709594726562,69.92284393310547,66.9354248046875,57.77421417236329,109.39636917114258,185.09879150390626
syn_m000293-3-Pre,1,24.070769958496093,114.01943664550781,107.82439727783202,72.79150390625,69.5126205444336,65.50509643554688,61.5720458984375,109.99266105651856,193.5393310546875
syn_m000294-0-Pre,1,24.029485778808596,113.82388000488281,107.56361846923828,72.449951171875,67.61095428466797,61.696624755859375,57.64783325195313,109.75471000671386,190.50910034179688
syn_m000299-2-Pos,1,23.678842773437502,112.162939453125,107.09040069580078,74.52523803710938,70.49449157714844,65.56802368164062,57.55900421142579,108.86578926086426,160.54127197265623
syn_m000309-0-Pos,1,22.30324462890625,105.6469482421875,100.88307495117188,70.2357177734375,68.31852111816407,65.97528076171875,60.82436828613282,102.55043060302734,154.03156127929688
syn_m000317-3-Pre,1,24.87798583984375,117.8430908203125,111.40145263671874,75.12158203125,70.02076721191406,63.78643798828125,56.30966491699219,113.65602600097655,196.50518188476562
syn_m000323-2-Pos,1,23.38513366699219,110.77168579101563,105.67459564208984,73.35092163085938,66.98996124267579,59.2154541015625,52.58362579345703,107.45857719421387,157.978564453125
syn_m000324-1-Pos,1,22.924884643554687,108.59155883789063,103.86991271972657,72.693359375,69.94550018310547,66.58700561523438,60.34971008300782,105.52248886108399,153.50654296874998
syn_m000327-1-Pos,1,22.592581787109374,107.01749267578126,101.86466674804689,70.212158203125,65.10118103027344,58.85443115234375,55.881324768066406,103.6681558227539,156.76402587890624
syn_m000328-3-Pos,1,24.00235534667969,113.69536743164063,108.5632293701172,75.5711669921875,72.35519409179688,68.424560546875,58.2592269897461,110.3594776916504,163.69854125976562
syn_m000329-0-Pos,1,21.87994842529297,103.64186096191406,98.97992858886718,68.93563842773438,68.59591369628907,68.18069458007812,65.52635650634765,100.61160491943359,149.6783935546875
syn_m000331-2-Pre,1,24.109700012207032,114.20384216308594,107.93957061767578,72.74005126953125,69.80269165039063,66.21258544921875,60.561465454101565,110.13206565856933,190.80135498046874
syn_m000332-2-Pre,1,21.928231201171876,103.87056884765626,98.31074829101563,66.5517578125,65.45279541015626,64.109619140625,58.06161804199219,100.25668548583985,177.41905517578124
syn_m000338-0-Pre,1,24.83566375732422,117.64261779785157,111.32934112548828,75.3292236328125,71.74726867675781,67.36932373046875,61.41649169921875,113.53898796081543,195.79914550781248
syn_m000340-3-Pos,1,24.40716064453125,115.6128662109375,110.60567474365234,77.44998168945312,75.05265502929689,72.12258911132812,59.55167541503907,112.35819175720215,162.39505004882812
syn_m000345-0-Pre,1,24.622081909179688,116.63091430664063,110.29730834960938,74.46820068359375,69.72435913085938,63.92633056640625,59.80518035888672,112.51407043457033,197.07423706054686
syn_m000353-0-Pre,1,24.286282653808595,115.04028625488282,108.70123748779297,73.19024658203125,69.91364288330078,65.90890502929688,62.63353729248047,110.91990455627442,195.56070556640626
syn_m000353-0-Pos,1,22.780714721679686,107.90864868164063,103.21057586669922,72.21871948242188,70.56648559570313,68.54708862304688,63.10547790527344,104.85490135192872,153.99283447265626
syn_m000368-3-Pos,1,22.85877197265625,108.2783935546875,103.29843749999999,71.706787109375,68.64026947021485,64.89230346679688,56.21011047363281,105.04142211914063,155.34380493164062
syn_m000374-2-Pos,1,21.799403686523437,103.26033325195313,98.47794036865234,68.28866577148438,67.08049926757813,65.60385131835938,62.29324493408204,100.15177787780762,148.4109924316406
syn_m000377-3-Pre,1,25.87882568359375,122.5839111328125,115.59294738769532,77.31463623046875,70.73101043701172,62.684356689453125,58.37906188964844,118.03978469848633,210.160693359375
syn_m000378-3-Pos,1,21.960580139160157,104.02380065917968,99.5440689086914,69.75933837890625,69.4452392578125,69.06134033203125,66.32514038085938,101.1119750213623,145.2099609375
syn_m000380-0-Pos,1,23.5337451171875,111.475634765625,107.25003967285156,76.39959716796875,76.13548583984375,75.81268310546875,70.73216552734375,108.72899795532226,154.21463012695312
syn_m000383-1-Pre,1,24.54735870361328,116.27696228027344,109.98728790283204,74.31280517578125,71.20032348632813,67.39617919921875,60.12600402832032,112.18867393493653,193.0959045410156
syn_m000390-1-Pos,1,21.839754333496096,103.45146789550782,99.25682983398438,70.11965942382812,65.8543685913086,60.6412353515625,56.576637268066406,100.7249531555176,152.24236450195312
syn_m000392-1-Pre,1,24.246697387695313,114.85277709960938,108.82900848388672,73.94223022460938,72.48265533447267,70.69873046875,58.68651275634765,110.93732749938965,183.72773437499998
syn_m000393-3-Pre,1,24.305422973632812,115.13095092773438,108.81655578613281,73.3326416015625,69.02755279541016,63.765777587890625,56.14210357666016,111.02659408569335,188.76212768554686
syn_m000394-3-Pre,1,24.87221649169922,117.81576232910156,111.36156005859374,75.06399536132812,71.50086822509766,67.14593505859375,62.802160644531256,113.62053085327148,199.09528198242188
syn_m000395-1-Pre,1,22.974993896484374,108.82891845703125,103.00649566650391,69.73666381835938,66.98699188232422,63.62628173828125,56.30609130859375,105.04434364318848,180.44044189453123
syn_m000407-3-Pre,1,25.498211059570313,120.78099975585938,114.07109069824219,76.686767578125,71.63661346435548,65.46420288085938,62.94378814697266,116.41955886840822,207.31580200195313
syn_m000409-2-Pos,1,24.241878967285157,114.82995300292968,109.45047760009766,75.76495361328125,71.0378662109375,65.26031494140625,57.57415618896485,111.33329399108888,168.12951049804687
syn_m000416-1-Pre,1,26.163153076171874,123.93072509765625,117.19672088623047,79.11770629882812,72.92165069580079,65.34869384765625,59.88395690917969,119.5536223602295,210.16329345703124
syn_m000427-3-Pos,1,21.787001037597655,103.20158386230469,98.38121795654297,68.133544921875,67.28942413330078,66.25772094726562,60.25350036621094,100.06834602355957,150.04960327148436
syn_m000432-3-Pos,1,22.648570556640625,107.28270263671875,102.74817504882813,72.189208984375,71.90760192871093,71.56341552734375,67.20222778320313,104.33525970458984,152.84542236328124
syn_m000434-1-Pos,1,22.895237731933594,108.45112609863281,103.5633041381836,72.10711669921875,69.5367416381836,66.39517211914062,56.79456329345703,105.27404182434083,155.64537963867187
syn_m000435-1-Pre,1,23.286683654785158,110.30534362792969,104.21863250732422,70.1533203125,64.57080993652345,57.74774169921875,54.68085327148438,106.34898139953613,184.3758361816406
syn_m000436-0-Pre,1,23.624767456054688,111.90679321289063,106.07305603027345,72.1470947265625,70.32487487792969,68.09771728515625,60.63412780761719,108.11486404418946,183.35987548828123
syn_m000441-3-Pre,1,25.338669738769532,120.02527770996095,113.50912017822266,76.64056396484375,72.9366195678711,68.40957641601562,64.25134735107422,115.78977531433105,204.12844848632812
syn_m000442-2-Pos,1,22.29934814453125,105.6284912109375,100.74596099853515,69.88204956054688,68.7987564086914,67.4747314453125,60.68611450195313,102.45484657287597,152.2920959472656
syn_m000443-2-Pre,1,24.48673126220703,115.98977966308594,109.95423736572266,74.81097412109375,71.41100769042968,67.2554931640625,58.914920043945315,112.0666771697998,190.09427490234376
syn_m000446-2-Pre,1,23.72607604980469,112.38667602539063,106.02686004638672,71.02487182617188,67.4235809326172,63.022003173828125,57.28461303710938,108.25279563903808,188.49625854492186
syn_m000446-3-Pos,1,22.72472595214844,107.64343872070313,102.6640365600586,71.20443725585938,68.78809051513673,65.83477783203125,56.60898132324219,104.4068273162842,151.5164794921875
syn_m000453-0-Pos,1,24.459397888183595,115.86030578613281,110.73525848388672,77.30963134765625,73.17786560058595,68.1279296875,60.042596435546876,112.52902503967285,167.79884033203123
syn_m000458-1-Pos,1,21.626404418945313,102.44086303710938,98.02014923095703,68.67166137695312,69.13285369873047,69.696533203125,68.35900268554687,99.56739906311036,145.7440979003906
syn_m000458-2-Pre,1,23.462332763671874,111.13736572265626,105.21744232177736,71.29019165039062,68.98491668701172,66.1673583984375,59.907073974609375,107.28941551208496,184.67623901367188
syn_m000458-3-Pos,1,21.72741729736328,102.91934509277344,98.48506011962891,69.01263427734375,67.57766876220703,65.82382202148438,64.92724151611328,100.0370598602295,147.0100891113281
syn_m000462-0-Pre,1,24.072103576660158,114.02575378417968,108.26491088867186,74.03707885742188,72.76148376464843,71.20242309570312,62.89870910644531,110.2812059020996,183.9045227050781
syn_m000462-1-Pos,1,22.17070617675781,105.01913452148438,100.7785858154297,71.232666015625,71.86109771728516,72.62918090820312,69.14769592285157,102.26277786254883,147.65013427734374
syn_m000465-0-Pre,1,21.779422607421875,103.16568603515626,97.43079528808595,65.49212646484375,64.50554046630859,63.299713134765625,58.6217758178711,99.43800704956055,175.28468627929686
syn_m000465-3-Pre,1,22.777722778320314,107.89447631835938,101.9630355834961,68.68356323242188,67.50908355712892,66.0736083984375,59.369023132324216,104.03903984069824,180.02918701171873
syn_m000466-2-Pre,1,25.890265808105468,122.63810119628907,115.90199737548829,78.0858154296875,71.08766174316406,62.53436279296875,54.410797119140625,118.25963371276856,205.4912109375
syn_m000470-0-Pre,1,25.448646850585938,120.54622192382813,114.04723052978515,77.10305786132812,73.05867462158204,68.11553955078125,63.396115112304685,116.32187751770019,202.03427124023438
syn_m000474-2-Pos,1,22.071537170410156,104.5493865966797,99.82508239746095,69.47769165039062,66.16122131347656,62.107757568359375,57.03729248046875,101.47858886718751,150.90060424804688
syn_m000481-2-Pos,1,23.131491088867186,109.57022094726562,104.6396469116211,72.87313842773438,67.85510559082032,61.721954345703125,54.02185668945313,106.36534782409669,156.82672119140625
syn_m000486-2-Pos,1,22.725044860839844,107.64494934082032,102.98287048339844,72.11227416992188,70.4081024169922,68.32522583007812,58.056758117675784,104.6145980834961,147.60382690429688
syn_m000488-2-Pos,1,23.75569396972656,112.52697143554688,107.60909423828126,75.25604248046875,71.64971160888672,67.24197387695312,57.1868881225586,109.33035125732422,156.97662963867188
syn_m000489-2-Pre,1,25.79553253173828,122.18936462402344,115.66974639892578,78.34820556640625,74.16712493896485,69.05691528320312,60.50573425292969,117.95161277770995,201.3151611328125
syn_m000493-0-Pre,1,24.280826416015625,115.01444091796876,108.89461364746094,73.79608154296875,69.8560546875,65.04046630859375,60.80303955078125,111.03655319213868,193.80238037109373
syn_m000499-0-Pre,1,21.91223358154297,103.79479064941407,98.1869125366211,66.35430908203125,64.80581359863282,62.9132080078125,54.47894897460938,100.14966987609864,171.49383544921875
syn_m000499-2-Pos,1,20.806368408203124,98.55648193359376,94.2674301147461,65.96499633789062,62.07439422607422,57.3192138671875,54.45851135253906,95.76859825134278,148.56214599609373
syn_f000000-0-Pre,0,22.031656188964845,104.36047668457032,98.70858764648438,66.67752075195312,67.03667755126953,67.47564697265625,60.421435546875,100.68674880981446,173.82306518554688
syn_f000002-3-Pre,0,23.05127685546875,109.1902587890625,103.30062866210938,69.8314208984375,70.6791259765625,71.7152099609375,62.252932739257815,105.36199920654298,176.69921264648437
syn_f000005-3-Pre,0,22.432669372558593,106.26001281738282,100.65214080810547,68.31085205078125,70.67563171386719,73.56591796875,64.84900817871095,102.61489601135254,171.6771240234375
syn_f000006-0-Pre,0,22.558974609375,106.85830078125001,101.00223846435547,68.07656860351562,64.5980224609375,60.346466064453125,58.97601776123047,103.05186027526855,183.2085205078125
syn_f000008-0-Pos,0,22.057000732421876,104.48052978515625,100.18734588623047,70.65481567382812,72.07047271728516,73.80072021484375,66.88015747070312,101.6899602508545,146.35081787109374
syn_f000008-1-Pre,0,23.838157958984375,112.91759033203125,107.00026092529296,72.71047973632812,72.27461090087891,71.74188232421875,66.9288543701172,109.07132621765138,188.65050659179687
syn_f000009-1-Pos,0,20.441223754882813,96.82684936523438,93.2413803100586,66.60250854492188,66.47605590820312,66.32150268554688,62.39549713134766,94.49629447937014,137.7535400390625
syn_f000012-0-Pos,0,19.231661071777346,91.09734191894532,87.04641571044922,60.72540283203125,60.81612243652344,60.927001953125,57.370933532714844,88.46423988342285,131.761083984375
syn_f000012-3-Pos,0,19.992316284179687,94.70044555664063,90.39663696289062,62.86248779296875,62.57913665771485,62.232818603515625,57.33927459716797,91.90296997070313,136.76934814453125
syn_f000017-2-Pre,0,22.049486083984377,104.44493408203125,98.80565490722657,66.78057861328125,68.03549194335938,69.56927490234375,62.83704528808594,100.77940261840821,170.54375610351562
syn_f000027-2-Pre,0,23.520026245117187,111.41065063476563,105.75097198486328,72.25064086914062,72.26758728027345,72.28829956054688,60.074674987792974,107.7318595123291,174.88304443359374
syn_f000030-0-Pos,0,20.319348449707032,96.24954528808594,92.13235321044922,64.6251220703125,65.84161071777343,67.32843017578125,60.980158996582034,93.57337043762207,134.37896118164062
syn_f000034-1-Pos,0,22.180435791015626,105.06522216796876,100.5977783203125,70.6209716796875,72.90417785644532,75.69476318359375,74.11406402587892,102.1613836669922,149.0785949707031
syn_f000035-3-Pre,0,23.497505493164063,111.30397338867188,105.42461853027343,71.538330078125,72.32984008789063,73.2972412109375,62.713424682617195,107.48239273071289,178.97528686523438
syn_f000043-3-Pos,0,20.92530975341797,99.11988830566406,94.48214874267578,65.4158935546875,64.3284393310547,62.99932861328125,56.28769836425782,96.10535758972168,140.6099853515625
syn_f000048-2-Pos,0,21.294837951660156,100.87028503417969,96.59217529296875,67.83261108398438,69.05485382080079,70.5487060546875,66.10469512939453,98.08951370239258,142.43761596679687
syn_f000049-0-Pre,0,22.897615051269533,108.46238708496094,102.72532958984375,69.68966674804688,69.66849060058594,69.64260864257812,62.03713073730469,104.73329971313477,180.26220703125
syn_f000054-1-Pos,0,21.059384765625,99.75498046875,95.03287658691407,65.67889404296875,63.37522583007812,60.55963134765625,55.86690368652344,96.68561294555664,147.10052490234375
syn_f000064-1-Pos,0,20.061583251953124,95.02855224609375,90.92455749511718,63.69378662109375,63.40414581298829,63.050140380859375,61.14923095703125,92.36095565795898,132.2401611328125
syn_f000064-2-Pre,0,23.0522509765625,109.194873046875,103.50035552978515,70.39254760742188,70.19964141845703,69.9638671875,59.724362182617185,105.4934366607666,173.522607421875
syn_f000067-0-Pos,0,20.52165252685547,97.20782775878907,93.16992797851563,65.61221313476562,66.37725982666015,67.31231689453125,61.26023712158204,94.58319290161134,135.47113037109375
syn_f000068-3-Pos,0,19.101871032714843,90.48254699707032,86.66233978271484,60.89666748046875,58.88822937011719,56.4334716796875,54.79222412109375,87.99941230773925,132.215625
syn_f000071-0-Pos,0,20.95967071533203,99.28265075683593,94.94009704589843,66.38845825195312,66.70508422851563,67.09207153320312,61.583979797363284,96.45999084472655,141.79266357421875
syn_f000075-3-Pre,0,23.3322412109375,110.52114257812501,104.74449310302735,71.21047973632812,70.60870361328125,69.87319946289062,62.2462158203125,106.76632041931154,181.66657104492188
syn_f000077-2-Pre,0,23.511299743652344,111.36931457519532,105.50702514648438,71.63894653320312,72.66214447021486,73.9127197265625,65.41082611083985,107.5588264465332,182.64160766601563
syn_f000078-2-Pre,0,22.706269836425783,107.55601501464844,101.79230194091797,68.8941650390625,68.31878356933595,67.61553955078125,58.690576171875,103.80960151672363,173.95140380859374
syn_f000079-3-Pos,0,21.956184997558594,104.00298156738282,99.79315643310548,70.51397705078125,69.12449493408204,67.42623901367188,64.35954284667969,101.26659523010255,151.1533996582031
